Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego X (m),Ego Y (m),Lead X (m),Lead Y (m),Ego Speed (m/s),Lead Speed (m/s),Ego Accel (m/s²),Lead Accel (m/s²),Smooth Accel (m/s²),Jerk (m/s³) (1 Hz),RSS Distance (m)
0.0,0.0093933778927345,7.056000137329102,7.056000137329102,21.01014082341438,0.0,0.0,107.0,133.0,128.0,133.427001953125,0.0026092716368706944,1.9600000381469727,,,,,0.0
0.05,0.0080350971554175,8.820000171661377,7.938000154495239,21.00779282558244,0.0001200099941343,0.1126999855041503,107.0,133.0,128.0,133.427001953125,0.0022319714320604167,2.450000047683716,-0.007546004096205556,9.800000190734863,,,0.0
0.1,0.0066683565186364,10.584000205993652,8.820000171661377,21.005752435020344,0.0002208329970017,0.2498999983072281,107.0,133.0,128.0,133.427001953125,0.0018523212551767776,2.940000057220459,-0.007593003537672781,9.800000190734863,,,0.0
0.15,0.0019047030487048,10.747439861297607,9.301860094070436,21.00452553809116,0.0002515409723855,0.4052902907133102,107.0,133.0,128.0,133.427001953125,0.0005290841801957778,2.9853999614715576,-0.02646474149962,0.9079980850219729,,,0.0
0.2,0.0029795376079338,7.768655776977541,8.995219230651855,21.00437238410792,0.0002883150009438,0.5298077911138535,107.0,133.0,128.0,133.427001953125,0.0008276493355371667,2.157959938049317,0.0059713031068277765,-16.54880046844481,,,0.0
0.25,0.0032662526304806,4.894776105880743,8.311812043190004,21.004684447917903,0.0003329850151203,0.6134719923138618,107.0,133.0,128.0,133.427001953125,0.0009072923973557222,1.3596600294113175,0.0015928612363711103,-15.96599817275999,,,0.0
0.3,0.0031294527218308,0.2858883018613525,7.165251508714483,21.00486809130449,0.0003777689998969,0.6421069949865341,107.0,133.0,128.0,133.427001953125,0.0008692924227307777,0.07941341718370902,-0.0007599994924988899,-25.604932244552174,,,0.0
0.35,0.0027978710436327,1.2601333397479657,6.427111737593667,21.004784159168167,0.0004188159946352,0.6545059978961945,107.0,133.0,128.0,133.427001953125,0.0007771864010090833,0.3500370388188794,-0.001842120434433889,5.412472432703408,,,0.0
0.4,0.0023938896759907,1.81846296546511,5.915039651801606,21.0046501696414,0.000454522029031,0.6770130023360252,107.0,133.0,128.0,133.427001953125,0.000664969354441861,0.5051286015180861,-0.002244340931344443,3.1018312539841326,,,0.0
0.45,0.0019865424268407,2.0269728720120805,5.526232973822653,21.00451975472249,0.0004845020011998,0.7043372988700867,107.0,133.0,128.0,133.427001953125,0.0005518173407890833,0.5630480200033557,-0.002263040273055555,1.1583883697053923,-0.0022426782543529577,,0.0
0.5,0.0016121854080248,1.9688721142311905,5.017520171512862,21.00442304557937,0.0005090319900773,0.7322819977998734,107.0,133.0,128.0,133.427001953125,0.0004478292800068889,0.5469089206197751,-0.0020797612156438884,-0.3227819876716121,-0.002299889133057592,,0.0
0.55,0.0002432545753962,1.7295322128948023,4.308473375636205,21.004367075040904,0.0005220820312388,0.7578397989273071,107.0,133.0,128.0,133.427001953125,6.757071538783333e-05,0.4804256146930006,-0.0076051712923811046,-1.3296661185354897,-0.001983994252152599,,0.0
0.6000000000000001,0.0005576366473058,1.387136416372912,3.3887869966741304,21.004344159503265,0.0005284919752739,0.7791418991982937,107.0,133.0,128.0,133.427001953125,0.00015489906869605555,0.3853156712146978,0.001746567066164443,-1.9021988695660546,-0.001392563849893926,,0.0
0.65,0.0006715407874543,1.00696340226384,2.4147393507707537,21.00434117814417,0.0005374119500629,0.7953073885291815,107.0,133.0,128.0,133.427001953125,0.00018653910762619444,0.27971205618440004,0.0006328007786027786,-2.112072300605958,-0.0007920440774690739,,0.0
0.7000000000000001,0.0006726746825053,0.6386228197041549,1.7017360550434149,21.004346201040654,0.0005469120224006,0.8062361981719732,107.0,133.0,128.0,133.427001953125,0.00018685407847369442,0.1773952276955986,6.2994169499995605e-06,-2.046336569776027,-0.0004112161995973993,,0.0
0.75,0.000613080329039,0.3157479828586211,1.2438332427412029,21.00435152150174,0.000555882055778,0.8123877979815006,107.0,133.0,128.0,133.427001953125,0.00017030009139972223,0.08770777301628364,-0.0003310797414794442,-1.7937490935863014,-0.0002899054060405006,,0.0
0.8,0.0005335383956576,0.05750502296999,1.220994914852067,21.004353831468244,0.0005637719877995,0.8145665992051363,107.0,133.0,128.0,133.427001953125,0.00014820510990488887,0.01597361749166389,-0.00044189962989666683,-1.4346831104923938,-0.00032253670530631845,,0.0
0.8500000000000001,0.0004466199056469,0.1299309308164235,1.1079746739589125,21.004352916053183,0.0005705219809897,0.8153951987624168,107.0,133.0,128.0,133.427001953125,0.00012406108490191668,0.03609192522678431,-0.0004828805000594434,0.40236615470240805,-0.0003915139782066904,,0.0
0.9,0.0003670454177529,0.2480891869571828,0.9509372961081196,21.004350033074303,0.0005760919884778,0.8182500991970301,107.0,133.0,128.0,133.427001953125,0.00010195706048691666,0.06891366304366188,-0.0004420804883000009,0.6564347563375522,-0.00043203710544640765,,0.0
0.95,0.0002936490389343,0.3060027106067041,0.7788402799675821,21.004346660214757,0.0005805220571346,0.8222384992986917,107.0,133.0,128.0,133.427001953125,8.156917748175e-05,0.08500075294630668,-0.0004077576601033337,0.32174179805289654,-0.0004196979068311835,,0.0
1.0,9.6052079649383e-05,0.3157817409178542,0.6135312426362485,21.004343832744617,0.0005805220571346,0.8266194993630052,107.0,133.0,128.0,133.427001953125,2.668113323593972e-05,0.0877171502549595,-0.0010977608849162047,0.05432794617305637,-0.00035220657334307184,,0.0
1.05,0.0001331273590394,0.2907933096774358,0.4696573523145118,21.004341974261784,0.0005830720183439,0.8308338299393654,107.0,133.0,128.0,133.427001953125,3.6979821955388884e-05,0.08077591935484327,0.00020597377438898306,-0.13882461800232465,-0.00025145299208835617,,0.0
1.1,0.0001460347764411,0.2439281747956329,0.3553365281567839,21.004341045189317,0.0005850219749845,0.8345057098194957,107.0,133.0,128.0,133.427001953125,4.056521567808333e-05,0.06775782633212024,7.170787445388891e-05,-0.2603618604544603,-0.0001568449444269073,,0.0
1.15,0.0001353245402253,0.186433266810001,0.2732835146114,21.004340765013527,0.0005869720480404,0.8374264996964484,107.0,133.0,128.0,133.427001953125,3.759015006258333e-05,0.051787018558333606,-5.950131231000028e-05,-0.3194161554757338,-9.939257519428833e-05,,0.0
1.2000000000000002,0.0001205973435411,0.1272837163623809,0.2221496042772227,21.004340814843943,0.0005887220031581,0.8395254646893591,107.0,133.0,128.0,133.427001953125,3.3499262094749996e-05,0.035356587878439136,-8.181775935666623e-05,-0.3286086135978876,-8.225554288616768e-05,,0.0
1.25,0.0001029521174736,0.0729412804594487,0.1978689340373054,21.00434095254948,0.0005902120028622,0.8408359696622938,107.0,133.0,128.0,133.427001953125,2.8597810409333334e-05,0.020261466794291305,-9.802903370833359e-05,-0.30190242168295767,-8.831299413345256e-05,,0.0
1.3,8.520415721244661e-05,0.0274467359871494,0.1948631053390213,21.00434104719456,0.0005914719658903,0.8414610796608031,107.0,133.0,128.0,133.427001953125,2.3667821447901835e-05,0.007624093329763722,-9.859977922862989e-05,-0.2527474692905514,-9.794355704993479e-05,,0.0
1.35,6.680416146426902e-05,0.0072446889797028,0.1825944811553493,21.004341060982856,0.0005925020086579,0.8415421396493912,107.0,133.0,128.0,133.427001953125,1.8556711517852503e-05,0.002012413605473,-0.00010222219860098655,-0.11223359448581434,-9.791751791654524e-05,,0.0
1.4,1.400676416742854e-05,0.0308580269590826,0.1608713651555393,21.004341010781616,0.0005925020086579,0.8418509396724403,107.0,133.0,128.0,133.427001953125,3.890767824285705e-06,0.008571674155300722,-0.000293318873871337,0.1311852109965549,-8.328503582701913e-05,,0.0
1.4500000000000002,2.739562099677638e-05,0.0,0.1302710940948688,21.004341010781616,0.0005925020086579,0.8418509396724403,107.0,133.0,128.0,133.427001953125,7.609894721326771e-06,0.0,7.438253794082092e-05,-0.17143348310601353,-5.8409711007490666e-05,,1.0152487446914883e-06
1.5,2.9386183858419645e-05,0.0,0.0986929200030834,21.004341010958584,0.0005936419474892,0.8418509396724403,107.0,133.0,128.0,133.427001953125,8.162828849561013e-06,0.0,1.1058682564684867e-05,0.0,-3.406049370117264e-05,,1.0163589735865357e-06
