Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego X (m),Ego Y (m),Lead X (m),Lead Y (m),Ego Speed (m/s),Lead Speed (m/s),Ego Accel (m/s²),Lead Accel (m/s²),Smooth Accel (m/s²),Jerk (m/s³) (1 Hz),RSS Distance (m)
0.0,0.2444231619109685,1.7640000344179017,1.7640000344179017,50.98804724179536,0.0,0.0,107.01699829101562,133.0,158.0,133.44000244140625,0.0678953227530468,0.49000000956052825,,,,,0.0
0.05,0.5004021250080171,1.7641299615588362,1.764064997988369,50.98288213581204,0.0050050929164384,0.0147000551223754,107.02200317382812,133.0,158.0,133.44000244140625,0.13900059028000475,0.49003610043301005,1.422105350539159,0.0007218174496359531,,,0.0
0.1,0.001882214912405,1.7652426920308126,1.7644575626691834,50.982732184479374,0.0060061157075829,0.0294345072161949,107.02300262451172,133.0,158.00100708007812,133.44000244140625,0.0005228374756680556,0.49034519223078127,-2.7695550560867335,0.006181835955424431,,,0.0
0.15,0.00162549084782,1.7687637601207151,1.7655341120320664,50.98457760547741,0.0060614257911361,0.0442697852687642,107.02300262451172,133.0,158.0030059814453,133.44000244140625,0.0004515252355055555,0.49132326670019866,-0.0014262448032500011,0.01956148938834779,,,0.0
0.2,0.1753015982771264,1.7766017526514892,1.7677476401559509,50.98642025322037,0.0070608794533206,0.0592709282328157,107.02400207519533,133.0,158.00599670410156,133.44000244140625,0.048694888410312887,0.49350048684763587,0.9648672634961464,0.04354440294874416,,,0.0
0.25,0.3714894831764735,1.7910424804448697,1.7716301135374375,50.98627679492099,0.011059483146512,0.074504847456846,107.02799987792967,133.0,158.00999450683594,133.44000244140625,0.10319152310457597,0.4975118001235749,1.0899326938852618,0.08022626551878022,,,0.0
0.3,0.4870429589743805,1.8136050326131803,1.777626530548258,50.98514592331648,0.0180639046927576,0.0903867102575238,107.03500366210938,133.0,158.01600646972656,133.44000244140625,0.1352897108262168,0.5037791757258834,0.6419637544328167,0.12534751204617003,,,0.0
0.35,0.5506116712537442,1.8460514550048857,1.7861796461053363,50.984994510691685,0.025132598743146,0.1066633608760237,107.04199981689452,133.00100708007812,158.0229949951172,133.44000244140625,0.1529476864593734,0.5127920708346905,0.3531595126631321,0.18025790217614193,,,0.0
0.4,0.0020311818337908,1.889151220168792,1.797620932112387,50.99287235397621,0.0271336642412901,0.1244477719174031,107.04399871826172,133.00100708007812,158.0330047607422,133.44000244140625,0.000564217176053,0.5247642278246644,-3.047669385666405,0.23944313979947762,,,0.0
0.45,0.0783528783849996,1.943928790846204,1.812251717985769,51.0037451862302,0.0272087341959089,0.1428087300309922,107.04399871826172,133.00100708007812,158.04400634765625,133.44000244140625,0.021764688440277666,0.539980219679501,0.42400942528449337,0.30431983709673377,-0.3271909320626758,,0.0
0.5,0.098793181499961,2.0107508242986545,1.836926796973844,51.01561452171843,0.0292077822901095,0.1631034238038177,107.0459976196289,133.00100708007812,158.05799865722656,133.44000244140625,0.02744255041665583,0.5585418956385151,0.11355723952756333,0.37123351918028075,-0.23952030991734255,,0.0
0.55,0.0598349086305984,2.0894798579996703,1.8694617866179275,51.02949461385516,0.0302073966744531,0.1841044391318874,107.0469970703125,133.00100708007812,158.072998046875,133.44000244140625,0.016620807952944,0.580411071666575,-0.21643484927423645,0.4373835205611983,-0.12367297930363388,,0.0
0.6000000000000001,0.0937895813046421,2.1799398785043445,1.9109315052652804,51.04638490909592,0.0312068504101289,0.2073484331183982,107.0479965209961,133.00100708007812,158.09100341796875,133.44000244140625,0.026052661473511693,0.6055388551400956,0.1886370704113537,0.5025556694704121,-0.03896778227102098,,0.0
0.65,0.0663008602429406,2.2823742729196,1.9622925565451688,51.065255449508285,0.0322139389154984,0.2321607392545821,107.04900360107422,133.00100708007812,158.11099243164062,133.44000244140625,0.018416905623039055,0.6339928535887778,-0.15271511700945295,0.5690799689736433,0.007374014177159174,,0.0
0.7000000000000001,0.1066398044033049,2.39722721188544,2.024355102468564,51.08715904496701,0.0332134741417325,0.2594657301763952,107.0500030517578,133.00100708007812,158.13400268554688,133.44000244140625,0.029622167889806914,0.6658964477459555,0.22410524533535697,0.6380718831435533,0.030795715019181637,,0.0
0.75,0.0827781818528908,2.522407694884269,2.097491623912504,51.11105048109034,0.0342130166734212,0.2884620183818355,107.0510025024414,133.00100708007812,158.15899658203125,133.44000244140625,0.022993939403580778,0.7006688041345192,-0.13256456972452288,0.6954471277712746,0.0442694986502173,,0.0
0.8,0.125603865232744,2.6597139251674795,2.182102513167934,51.13596090976682,0.0362119970255193,0.3192114084851288,107.0530014038086,133.00100708007812,158.18600463867188,133.44000244140625,0.03488996256465111,0.7388094236576331,0.23792046322140636,0.762812390462279,0.05377359119008406,,0.0
0.8500000000000001,0.1035318676867812,2.806344396989631,2.278131807366408,51.16485795130955,0.0382109534789282,0.3535116591095545,107.05500030517578,133.00100708007812,158.2169952392578,133.44000244140625,0.028758852135217,0.7795401102748976,-0.12262220858868206,0.8146137323452877,0.06167372809274893,,0.0
0.9,0.1487868076945588,2.9598828122782552,2.3852049665773545,51.19677277126932,0.0392105445102299,0.3896420355242882,107.05599975585938,133.00100708007812,158.25,133.44000244140625,0.04132966880404411,0.822189670077293,0.25141633337654257,0.8529911960479108,0.06905713348642982,,0.0
0.95,0.1299592423776081,3.122538245500268,2.503065912042761,51.22969129173012,0.0412094901902705,0.4276071014308371,107.05799865722656,133.00100708007812,158.28500366210938,133.44000244140625,0.03609978954933558,0.8673717348611856,-0.10459758509417078,0.9036412956778518,0.07693644058052973,,0.0
1.0,0.177743603909495,3.2903934172413543,2.631030171337031,51.26561233861995,0.0442078789654804,0.4692868822385569,107.06099700927734,133.00100708007812,158.32400512695312,133.44000244140625,0.049373223308193055,0.9139981714559318,0.26546867517714934,0.932528731894923,0.08754756630018906,,0.0
1.05,0.1604529802252532,3.4629987879973325,2.768382064336797,51.30451978093405,0.0464461789656062,0.5128428321632365,107.06300354003906,133.0019989013672,158.36500549316406,133.44000244140625,0.04457027228479255,0.9619441077770368,-0.09605902046800999,0.9589187264220991,0.10753073971293944,,0.0
1.1,0.2112703539434292,3.639982911616848,2.914386367648048,51.34744527696706,0.0484451175634653,0.5601812376978381,107.06500244140624,133.0019989013672,158.41000366210938,133.44000244140625,0.05868620942873033,1.0111063643380134,0.28231874287875536,0.9832451312195314,0.1521566412389294,,0.0
1.15,0.1984774416833927,3.821591758914363,3.068308116247524,51.39137448376724,0.0514434826751698,0.6094236475116723,107.06800079345705,133.0019989013672,158.45700073242188,133.44000244140625,0.05513262268983131,1.0615532663651008,-0.0710717347779807,1.0089380405417527,0.24470491793725735,,0.0
1.2000000000000002,0.2531926322325593,4.00710319780688,3.229295714839668,51.43731445402428,0.0554412997821832,0.6615426944457422,107.0719985961914,133.0019989013672,158.5070037841797,133.44000244140625,0.07033128673126647,1.1130842216130221,0.3039732808287016,1.0306191049584201,0.40130601477409134,,0.0
