Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego X (m),Ego Y (m),Lead X (m),Lead Y (m),Ego Speed (m/s),Lead Speed (m/s),Ego Accel (m/s²),Lead Accel (m/s²),Smooth Accel (m/s²),Jerk (m/s³) (1 Hz),RSS Distance (m)
0.0,0.0017187861721401,7.056000137329102,7.056000137329102,21.010123568033475,0.0,0.0,107.0,133.0,128.0,133.427001953125,0.00047744060337225,1.9600000381469727,,,,,0.0
0.05,2.4890959508185867e-05,8.820000171661377,7.938000154495239,21.007781535986755,8.350005373358727e-06,0.1126999855041503,107.0,133.0,128.0,133.427001953125,6.914155418940519e-06,2.450000047683716,-0.009410528959066189,9.800000190734863,,,0.0
0.1,0.0008982467637028,10.584000205993652,8.820000171661377,21.005746479769325,1.6589998267591e-05,0.2498999983072281,107.0,133.0,128.0,133.427001953125,0.0002495129899174444,2.940000057220459,0.004851976689970078,9.800000190734863,,,0.0
0.15,0.0012587009434863,10.747439861297607,9.301860094070436,21.00452358202362,3.2529933378100395e-05,0.4052902907133102,107.0,133.0,128.0,133.427001953125,0.00034963915096841665,2.9853999614715576,0.002002523221019445,0.9079980850219729,,,0.0
0.2,0.0005848601829826,7.768655776977541,8.995219230651855,21.004373123114416,3.992998972535133e-05,0.5298077911138535,107.0,133.0,128.0,133.427001953125,0.0001624611619396111,2.157959938049317,-0.0037435597805761094,-16.54880046844481,,,0.0
0.25,0.0009705792812902,4.894776105880743,8.311812043190004,21.004686549975677,5.175999831408262e-05,0.6134719923138618,107.0,133.0,128.0,133.427001953125,0.00026960535591394444,1.3596600294113175,0.002142883879486667,-15.96599817275999,,,0.0
0.3,0.0010809484687211,0.2858883018613525,7.165251508714483,21.004870271625443,6.648001726716757e-05,0.6421069949865341,107.0,133.0,128.0,133.427001953125,0.00030026346353363893,0.07941341718370902,0.0006131621523938899,-25.604932244552174,,,0.0
0.35,0.0010442863752716,1.2601333397479657,6.427111737593667,21.004785793858705,8.148001506924629e-05,0.6545059978961945,107.0,133.0,128.0,133.427001953125,0.00029007954868655555,0.3500370388188794,-0.0002036782969416676,5.412472432703408,,,0.0
0.4,0.0009348462895712,1.81846296546511,5.915039651801606,21.00465126609811,9.529001545161007e-05,0.6770130023360252,107.0,133.0,128.0,133.427001953125,0.0002596795248808889,0.5051286015180861,-0.0006080004761133329,3.1018312539841326,,,0.0
0.45,0.0008017866560711,2.0269728720120805,5.526232973822653,21.004520415047004,0.0001073399325832,0.7043372988700867,107.0,133.0,128.0,133.427001953125,0.00022271851557530554,0.5630480200033557,-0.0007392201861116669,1.1583883697053923,-0.0005717441555996421,,0.0
0.5,0.0006687953373248,1.9688721142311905,5.017520171512862,21.004423396186045,0.0001174899516627,0.7322819977998734,107.0,133.0,128.0,133.427001953125,0.0001857764825902222,0.5469089206197751,-0.0007388406597016671,-0.3227819876716121,-0.0007256790092380011,,0.0
0.55,0.0005410240246404,1.7295322128948023,4.308473375636205,21.00436723954996,0.0001258000265806,0.7578397989273071,107.0,133.0,128.0,133.427001953125,0.000150284451289,0.4804256146930006,-0.0007098406260244433,-1.3296661185354897,-0.0007621437647347962,,0.0
0.6000000000000001,8.115369433003727e-05,1.387136416372912,3.3887869966741304,21.00434421256932,0.0001302700256928,0.7791418991982937,107.0,133.0,128.0,133.427001953125,2.25426928694548e-05,0.3853156712146978,-0.0025548351683909016,-1.9021988695660546,-0.0006619345975765558,,0.0
0.65,0.0001909374768574,1.00696340226384,2.4147393507707537,21.004341161931773,0.000132399960421,0.7953073885291815,107.0,133.0,128.0,133.427001953125,5.3038188015944444e-05,0.27971205618440004,0.0006099099029297937,-2.112072300605958,-0.00046595256424609164,,0.0
0.7000000000000001,0.0002261590627311,0.6386228197041549,1.7017360550434149,21.004346151256627,0.0001354200066998,0.8062361981719732,107.0,133.0,128.0,133.427001953125,6.282196186975e-05,0.1773952276955986,0.00019567547707611098,-2.046336569776027,-0.0002655803937967995,,0.0
0.75,0.0002244428126772,0.3157479828586211,1.2438332427412029,21.004351463773283,0.0001386599615216,0.8123877979815006,107.0,133.0,128.0,133.427001953125,6.234522574366667e-05,0.08770777301628364,-9.534722521666702e-06,-1.7937490935863014,-0.00013801278462098238,,0.0
0.8,0.0002067287716941,0.05750502296999,1.220994914852067,21.00435378001672,0.0001417100429534,0.8145665992051363,107.0,133.0,128.0,133.427001953125,5.7424658803916664e-05,0.01597361749166389,-9.841133879499997e-05,-1.4346831104923938,-9.69342591582175e-05,,0.0
0.8500000000000001,0.0001805357130025,0.1299309308164235,1.1079746739589125,21.00435287655577,0.0001443800283595,0.8153951987624168,107.0,133.0,128.0,133.427001953125,5.0148809167361115e-05,0.03609192522678431,-0.00014551699273111085,0.40236615470240805,-0.00010761856527817911,,0.0
0.9,0.000152351859387,0.2480891869571828,0.9509372961081196,21.00435000595311,0.0001466700341552,0.8182500991970301,107.0,133.0,128.0,133.427001953125,4.231996094083333e-05,0.06891366304366188,-0.00015657696453055597,0.6564347563375522,-0.00013103029290501716,,0.0
0.95,0.0001238933177584,0.3060027106067041,0.7788402799675821,21.00434664332773,0.0001485799439251,0.8222384992986917,107.0,133.0,128.0,133.427001953125,3.4414810488444444e-05,0.08500075294630668,-0.00015810300904777787,0.32174179805289654,-0.00014519293350127868,,0.0
1.0,9.84210437906923e-05,0.3157817409178542,0.6135312426362485,21.004343821381124,0.0001500999787822,0.8266194993630052,107.0,133.0,128.0,133.427001953125,2.7339178830747862e-05,0.0877171502549595,-0.00014151263315393152,0.05432794617305637,-0.00014152439844385232,,0.0
